Test_ID,Replicas,Interference,Given_RPS,Throughput,Avg_Latency,P50_Latency,P75_Latency,P90_Latency,P99_Latency,Max_Latency
3replicas_scenario8_600rps,3,4_stress-ng_l3_pods,600,584.0,6260.0,5640.0,8450.0,11490.0,18110.0,50650.0
3replicas_scenario8_1100rps,3,4_stress-ng_l3_pods,1100,1095.57,960.0,515.0,1410.0,2220.0,4450.0,12300.0
3replicas_scenario8_1600rps,3,4_stress-ng_l3_pods,1600,1563.92,4820.0,4150.0,6230.0,8730.0,15840.0,49340.0
3replicas_scenario8_2100rps,3,4_stress-ng_l3_pods,2100,2093.59,1100.0,660.0,1630.0,2440.0,4910.0,28190.0
3replicas_scenario8_2600rps,3,4_stress-ng_l3_pods,2600,2543.66,4730.0,4059.9999999999995,6050.0,8600.0,15920.0,52030.0
3replicas_scenario9_100rps,3,8_stress-ng_l3_pods,100,95.6,7300.0,6200.0,10330.0,14180.0,21060.0,28190.0
3replicas_scenario9_600rps,3,8_stress-ng_l3_pods,600,583.97,4970.0,4110.0,6800.0,9690.0,20820.0,44900.0
3replicas_scenario9_1100rps,3,8_stress-ng_l3_pods,1100,1073.93,4680.0,4140.0,6060.0,8310.0,13720.0,25900.0
3replicas_scenario9_1600rps,3,8_stress-ng_l3_pods,1600,1563.93,5120.0,4200.0,6490.0,9650.0,18740.0,50140.0
3replicas_scenario9_2100rps,3,8_stress-ng_l3_pods,2100,2054.99,2460.0,1950.0,3480.0,5260.0,9900.0,34430.0
3replicas_scenario9_2600rps,3,8_stress-ng_l3_pods,2600,2543.7,5230.0,4290.0,6520.0,9980.0,19070.0,33690.0
3replicas_scenario10_100rps,3,1_iBench_memBW_pod,100,96.02,107.21,89.0,104.0,146.0,454.0,1410.0
3replicas_scenario10_600rps,3,1_iBench_memBW_pod,600,584.17,623.61,519.0,880.0,1180.0,1750.0,2470.0
3replicas_scenario10_1100rps,3,1_iBench_memBW_pod,1100,1095.62,99.86,86.0,103.0,139.0,329.0,3540.0
3replicas_scenario10_1600rps,3,1_iBench_memBW_pod,1600,1594.46,98.0,85.0,104.0,142.0,268.0,3540.0
3replicas_scenario10_2100rps,3,1_iBench_memBW_pod,2100,2093.68,105.76,88.0,114.0,156.0,354.0,3380.0
3replicas_scenario10_2600rps,3,1_iBench_memBW_pod,2600,2543.98,567.19,534.0,725.0,920.0,1310.0,2840.0
3replicas_scenario11_100rps,3,2_iBench_memBW_pods,100,95.61,1970.0,1770.0,2910.0,3880.0,5490.0,6640.0
3replicas_scenario11_600rps,3,2_iBench_memBW_pods,600,583.99,2140.0,1960.0,3190.0,4140.0,5720.0,8090.0
3replicas_scenario11_1100rps,3,2_iBench_memBW_pods,1100,1074.01,1250.0,1150.0,1700.0,2340.0,3780.0,9610.0
3replicas_scenario11_1600rps,3,2_iBench_memBW_pods,1600,1563.95,1200.0,1120.0,1600.0,2180.0,3510.0,16230.0
3replicas_scenario11_2100rps,3,2_iBench_memBW_pods,2100,2093.66,195.3,144.0,241.0,367.0,707.0,7070.0
3replicas_scenario11_2600rps,3,2_iBench_memBW_pods,2600,2543.86,1530.0,1400.0,2120.0,2790.0,4220.0,15130.0
3replicas_scenario12_100rps,3,4_iBench_memBW_pods,100,95.6,5030.0,4490.0,7350.0,9690.0,15560.0,25120.0
3replicas_scenario12_600rps,3,4_iBench_memBW_pods,600,584.0,3660.0,3150.0,5390.0,7510.0,11790.0,17260.0
3replicas_scenario12_1100rps,3,4_iBench_memBW_pods,1100,1095.59,735.11,217.0,507.0,2290.0,6440.0,13490.0
3replicas_scenario12_1600rps,3,4_iBench_memBW_pods,1600,1563.93,3810.0,3240.0,5410.0,7650.0,12720.0,34010.0
3replicas_scenario12_2100rps,3,4_iBench_memBW_pods,2100,2053.93,3700.0,3220.0,5460.0,7440.0,11420.0,32350.0
3replicas_scenario12_2600rps,3,4_iBench_memBW_pods,2600,2543.92,3490.0,3020.0,5050.0,7050.0,11390.0,35170.0
3replicas_scenario13_100rps,3,8_iBench_memBW_pods,100,95.6,5180.0,4600.0,7620.0,10100.0,14500.0,22880.0
3replicas_scenario13_600rps,3,8_iBench_memBW_pods,600,595.97,727.25,200.0,494.0,2260.0,6490.0,16329.999999999998
3replicas_scenario13_1100rps,3,8_iBench_memBW_pods,1100,1095.59,696.31,215.0,488.0,2060.0,6200.0,13460.0
3replicas_scenario13_1600rps,3,8_iBench_memBW_pods,1600,1563.88,4070.0000000000005,3670.0,5700.0,7900.0,12140.0,26090.0
3replicas_scenario13_2100rps,3,8_iBench_memBW_pods,2100,2053.93,3540.0,2980.0,5120.0,7200.0,11850.0,30270.0
3replicas_scenario13_2600rps,3,8_iBench_memBW_pods,2600,2543.87,3330.0,2820.0,4830.0,6820.0,11530.0,25300.0
4replicas_scenario0_100rps,4,Baseline0,100,96.02,97.3,75.0,116.0,154.0,296.0,1540.0
4replicas_scenario0_600rps,4,Baseline0,600,584.04,405.58,314.0,489.0,810.0,1640.0,3580.0
4replicas_scenario0_1100rps,4,Baseline0,1100,1074.05,702.75,618.0,950.0,1240.0,2029.9999999999998,3080.0
4replicas_scenario0_1600rps,4,Baseline0,1600,1563.97,493.33,433.0,649.0,860.0,1480.0,3070.0
4replicas_scenario0_2100rps,4,Baseline0,2100,2093.68,73.24,67.0,79.0,100.0,156.0,2820.0
4replicas_scenario0_2600rps,4,Baseline0,2600,2543.97,768.94,675.0,1060.0,1340.0,2240.0,4750.0
4replicas_scenario1_100rps,4,Baseline1,100,95.6,648.7,462.0,900.0,1380.0,2520.0,3230.0
4replicas_scenario1_600rps,4,Baseline1,600,584.1,616.15,449.0,831.0,1340.0,2210.0,3600.0
4replicas_scenario1_1100rps,4,Baseline1,1100,1074.04,628.19,561.0,821.0,1160.0,1790.0,2990.0
4replicas_scenario1_1600rps,4,Baseline1,1600,1564.02,510.29,455.0,673.0,890.0,1550.0,2540.0
4replicas_scenario1_2100rps,4,Baseline1,2100,2054.03,675.3,581.0,910.0,1230.0,2160.0,5120.0
4replicas_scenario1_2600rps,4,Baseline1,2600,2592.57,72.69,67.0,80.0,99.0,145.0,1930.0
4replicas_scenario2_100rps,4,1_iBench_CPU_pod,100,95.6,1130.0,769.0,1470.0,2440.0,5310.0,7730.0
4replicas_scenario2_600rps,4,1_iBench_CPU_pod,600,595.99,144.55,87.0,128.0,178.0,1830.0,4050.0
4replicas_scenario2_1100rps,4,1_iBench_CPU_pod,1100,1095.63,117.56,77.0,120.0,154.0,1040.0,3990.0
4replicas_scenario2_1600rps,4,1_iBench_CPU_pod,1600,1594.49,120.41,71.0,90.0,127.0,1730.0,4520.0
4replicas_scenario2_2100rps,4,1_iBench_CPU_pod,2100,2093.66,130.15,74.0,105.0,176.0,1660.0,4610.0
4replicas_scenario2_2600rps,4,1_iBench_CPU_pod,2600,2544.13,990.0,830.0,1250.0,1840.0,3590.0,7470.0
4replicas_scenario3_100rps,4,2_iBench_CPU_pods,100,96.01,264.31,110.0,149.0,347.0,3180.0,6380.0
4replicas_scenario3_600rps,4,2_iBench_CPU_pods,600,596.01,215.26,98.0,131.0,222.0,2960.0,7560.0
4replicas_scenario3_1100rps,4,2_iBench_CPU_pods,1100,1095.62,203.06,88.0,133.0,218.0,2890.0,6170.0
4replicas_scenario3_1600rps,4,2_iBench_CPU_pods,1600,1594.49,200.11,110.0,153.0,281.0,2530.0,6520.0
4replicas_scenario3_2100rps,4,2_iBench_CPU_pods,2100,2093.67,271.19,132.0,214.0,442.0,2860.0,7280.0
4replicas_scenario3_2600rps,4,2_iBench_CPU_pods,2600,2592.54,282.39,138.0,228.0,478.0,2840.0,6390.0
4replicas_scenario4_100rps,4,4_iBench_CPU_pods,100,96.02,369.59,80.0,158.0,1310.0,3460.0,6410.0
4replicas_scenario4_600rps,4,4_iBench_CPU_pods,600,596.0,394.86,80.0,169.0,1410.0,3600.0,8470.0
4replicas_scenario4_1100rps,4,4_iBench_CPU_pods,1100,1095.62,305.65,76.0,121.0,1030.0,3210.0,6960.0
4replicas_scenario4_1600rps,4,4_iBench_CPU_pods,1600,1594.48,299.38,78.0,137.0,880.0,3330.0,7040.0
4replicas_scenario4_2100rps,4,4_iBench_CPU_pods,2100,2093.68,271.52,88.0,168.0,519.0,2930.0,7650.0
4replicas_scenario4_2600rps,4,4_iBench_CPU_pods,2600,2592.56,241.44,96.0,174.0,361.0,2860.0,10910.0
4replicas_scenario5_100rps,4,8_iBench_CPU_pods,100,96.01,286.98,54.0,93.0,940.0,3390.0,14890.0
4replicas_scenario5_600rps,4,8_iBench_CPU_pods,600,596.01,290.35,64.0,118.0,880.0,3350.0,6800.0
4replicas_scenario5_1100rps,4,8_iBench_CPU_pods,1100,1074.09,1360.0,775.0,1960.0,3360.0,5840.0,11730.0
4replicas_scenario5_1600rps,4,8_iBench_CPU_pods,1600,1594.49,289.22,74.0,157.0,764.0,3120.0,8910.0
4replicas_scenario5_2100rps,4,8_iBench_CPU_pods,2100,2093.68,298.56,86.0,152.0,778.0,3120.0,61920.0
4replicas_scenario5_2600rps,4,8_iBench_CPU_pods,2600,2592.55,312.28,97.0,181.0,980.0,3260.0,24850.0
4replicas_scenario6_100rps,4,1_stress-ng_l3_pod,100,96.04,96.56,78.0,95.0,140.0,414.0,1340.0
4replicas_scenario6_600rps,4,1_stress-ng_l3_pod,600,595.99,109.49,94.0,110.0,148.0,444.0,3430.0
4replicas_scenario6_1100rps,4,1_stress-ng_l3_pod,1100,1074.03,821.52,759.0,1030.0,1360.0,1840.0,3050.0
4replicas_scenario6_1600rps,4,1_stress-ng_l3_pod,1600,1594.49,115.19,101.0,121.0,166.0,363.0,2690.0
4replicas_scenario6_2100rps,4,1_stress-ng_l3_pod,2100,2054.55,732.55,666.0,960.0,1280.0,1850.0,3710.0
4replicas_scenario6_2600rps,4,1_stress-ng_l3_pod,2600,2592.55,126.91,109.0,147.0,198.0,329.0,2660.0
4replicas_scenario7_100rps,4,2_stress-ng_l3_pods,100,95.6,2890.0,2490.0,4130.0,5730.0,7800.0,13620.0
4replicas_scenario7_600rps,4,2_stress-ng_l3_pods,600,595.98,441.84,268.0,421.0,880.0,2750.0,11220.0
4replicas_scenario7_1100rps,4,2_stress-ng_l3_pods,1100,1074.06,2570.0,2330.0,3430.0,4530.0,7030.0,17490.0
4replicas_scenario7_1600rps,4,2_stress-ng_l3_pods,1600,1563.94,2390.0,2130.0,3320.0,4440.0,6530.0,11410.0
4replicas_scenario7_2100rps,4,2_stress-ng_l3_pods,2100,2093.63,506.81,414.0,637.0,910.0,1740.0,9040.0
4replicas_scenario7_2600rps,4,2_stress-ng_l3_pods,2600,2543.87,2060.0,1810.0,2840.0,3910.0,6140.0,15010.0
4replicas_scenario8_100rps,4,4_stress-ng_l3_pods,100,96.01,707.84,360.0,1090.0,1670.0,2810.0,5580.0
4replicas_scenario8_600rps,4,4_stress-ng_l3_pods,600,583.97,3640.0,3160.0,5150.0,7130.0,10450.0,19230.0
4replicas_scenario8_1100rps,4,4_stress-ng_l3_pods,1100,1095.58,725.98,409.0,1050.0,1660.0,2920.0,17710.0
4replicas_scenario8_1600rps,4,4_stress-ng_l3_pods,1600,1563.86,2550.0,2330.0,3290.0,4360.0,6860.0,21490.0
4replicas_scenario8_2100rps,4,4_stress-ng_l3_pods,2100,2053.85,2590.0,2340.0,3370.0,4550.0,7430.0,16700.0
4replicas_scenario8_2600rps,4,4_stress-ng_l3_pods,2600,2543.89,2680.0,2420.0,3490.0,4660.0,7640.0,17770.0
4replicas_scenario9_100rps,4,8_stress-ng_l3_pods,100,95.6,2750.0,2430.0,3680.0,5260.0,7470.0,14030.0
4replicas_scenario9_600rps,4,8_stress-ng_l3_pods,600,583.99,1280.0,940.0,1810.0,2710.0,5510.0,12770.0
4replicas_scenario9_1100rps,4,8_stress-ng_l3_pods,1100,1074.06,2840.0,2570.0,3710.0,5050.0,8220.0,15220.0
4replicas_scenario9_1600rps,4,8_stress-ng_l3_pods,1600,1594.4,774.22,461.0,1110.0,1680.0,3010.0,53380.0
4replicas_scenario9_2100rps,4,8_stress-ng_l3_pods,2100,2093.53,880.0,544.0,1320.0,1910.0,3500.0,46780.0
4replicas_scenario9_2600rps,4,8_stress-ng_l3_pods,2600,2543.85,2720.0,2420.0,3540.0,4870.0,7780.0,26140.0
4replicas_scenario10_100rps,4,1_iBench_memBW_pod,100,95.61,642.81,539.0,870.0,1200.0,1900.0,3380.0
4replicas_scenario10_600rps,4,1_iBench_memBW_pod,600,596.0,98.9,84.0,101.0,141.0,385.0,2029.9999999999998
4replicas_scenario10_1100rps,4,1_iBench_memBW_pod,1100,1095.62,101.49,90.0,105.0,138.0,300.0,1840.0
4replicas_scenario10_1600rps,4,1_iBench_memBW_pod,1600,1564.0,595.54,518.0,792.0,1060.0,1600.0,3690.0
4replicas_scenario10_2100rps,4,1_iBench_memBW_pod,2100,2093.71,108.69,91.0,120.0,162.0,342.0,2960.0
4replicas_scenario10_2600rps,4,1_iBench_memBW_pod,2600,2592.53,119.34,99.0,133.0,199.0,358.0,2150.0
4replicas_scenario11_100rps,4,2_iBench_memBW_pods,100,96.01,222.85,132.0,198.0,370.0,1650.0,2890.0
4replicas_scenario11_600rps,4,2_iBench_memBW_pods,600,584.0,2120.0,1840.0,3180.0,4220.0,5990.0,10470.0
4replicas_scenario11_1100rps,4,2_iBench_memBW_pods,1100,1095.61,199.63,137.0,201.0,350.0,1080.0,4500.0
4replicas_scenario11_1600rps,4,2_iBench_memBW_pods,1600,1594.46,239.29,148.0,259.0,489.0,1240.0,5560.0
4replicas_scenario11_2100rps,4,2_iBench_memBW_pods,2100,2053.95,1690.0,1510.0,2400.0,3210.0,4620.0,7450.0
4replicas_scenario11_2600rps,4,2_iBench_memBW_pods,2600,2592.53,269.77,198.0,333.0,505.0,1260.0,8020.0
4replicas_scenario12_100rps,4,4_iBench_memBW_pods,100,96.01,405.05,168.0,301.0,1130.0,3320.0,4700.0
4replicas_scenario12_600rps,4,4_iBench_memBW_pods,600,584.02,2110.0,1640.0,3220.0,4580.0,7220.0,12830.0
4replicas_scenario12_1100rps,4,4_iBench_memBW_pods,1100,1073.99,1600.0,1110.0,2360.0,3740.0,6110.0,10140.0
4replicas_scenario12_1600rps,4,4_iBench_memBW_pods,1600,1563.91,1630.0,1120.0,2410.0,3790.0,6270.0,10490.0
4replicas_scenario12_2100rps,4,4_iBench_memBW_pods,2100,2093.64,405.17,188.0,321.0,1100.0,3050.0,7650.0
4replicas_scenario12_2600rps,4,4_iBench_memBW_pods,2600,2543.93,1560.0,1040.0,2290.0,3680.0,6100.0,12280.0
4replicas_scenario13_100rps,4,8_iBench_memBW_pods,100,95.6,2210.0,1650.0,3450.0,4920.0,7390.0,12220.0
4replicas_scenario13_600rps,4,8_iBench_memBW_pods,600,596.0,397.16,162.0,282.0,1120.0,3220.0,8710.0
4replicas_scenario13_1100rps,4,8_iBench_memBW_pods,1100,1095.58,398.17,164.0,297.0,1000.0,3330.0,8780.0
4replicas_scenario13_1600rps,4,8_iBench_memBW_pods,1600,1563.92,1530.0,1030.0,2230.0,3570.0,6040.0,10380.0
4replicas_scenario13_2100rps,4,8_iBench_memBW_pods,2100,2055.15,1090.0,591.0,1520.0,2730.0,5040.0,10920.0
4replicas_scenario13_2600rps,4,8_iBench_memBW_pods,2600,2543.85,1540.0,1030.0,2280.0,3590.0,6170.0,13880.0
