Test_ID,Replicas,Interference_Name,Interference_ID,Given_RPS,Throughput,Avg_Latency,P50_Latency,P75_Latency,P90_Latency,P95_Latency,P99_Latency,Max_Latency,Errors
1replicas_scenario51_2500rps,1,1_CPU_1_L3,51,2500,2500.002378224485,0.124,0.116,0.0,0.169,0.196,0.295,5.236,0
1replicas_scenario52_2500rps,1,1_CPU_1_MemBW,52,2500,2500.0009192225602,0.103,0.097,0.0,0.132,0.147,0.198,3.515,0
1replicas_scenario53_2500rps,1,1_CPU_2_MemBW,53,2500,2500.001336367765,0.164,0.15,0.0,0.255,0.297,0.387,4.075,0
1replicas_scenario54_2500rps,1,2_CPU_1_MemBW,54,2500,2500.003399046288,0.134,0.111,0.0,0.214,0.255,0.35,3.292,0
1replicas_scenario55_2500rps,1,1_CPU_2_L3,55,2500,2500.008761905708,0.334,0.272,0.0,0.612,0.732,0.986,7.27,0
1replicas_scenario56_2500rps,1,1_CPU_1_L3_1_MemBW,56,2500,2500.0012831673253,0.128,0.119,0.0,0.173,0.199,0.302,4.032,0
1replicas_scenario57_2500rps,1,2_CPU_1_L3,57,2500,2500.001617310196,0.126,0.117,0.0,0.174,0.201,0.298,3.959,0
1replicas_scenario58_2500rps,1,1_L3_3_MemBW,58,2500,2500.001161047366,0.175,0.143,0.0,0.299,0.351,0.483,6.985,0
1replicas_scenario51_3000rps,1,1_CPU_1_L3,51,3000,3000.00185929904,0.164,0.143,0.0,0.256,0.306,0.47,4.188,0
1replicas_scenario52_3000rps,1,1_CPU_1_MemBW,52,3000,3000.003636619896,0.106,0.098,0.0,0.141,0.158,0.213,4.651,0
1replicas_scenario53_3000rps,1,1_CPU_2_MemBW,53,3000,3000.0090489606278,0.119,0.106,0.0,0.166,0.198,0.306,3.547,0
1replicas_scenario54_3000rps,1,2_CPU_1_MemBW,54,3000,3000.002963352927,0.176,0.164,0.0,0.28,0.326,0.467,4.626,0
1replicas_scenario55_3000rps,1,1_CPU_2_L3,55,3000,3000.003951242061,0.222,0.15,0.0,0.498,0.623,0.858,7.768,0
1replicas_scenario56_3000rps,1,1_CPU_1_L3_1_MemBW,56,3000,2999.999054852353,0.267,0.239,0.0,0.402,0.467,0.696,7.757,0
1replicas_scenario57_3000rps,1,2_CPU_1_L3,57,3000,3000.0028656024883,0.167,0.144,0.0,0.267,0.329,0.481,5.024,0
1replicas_scenario58_3000rps,1,1_L3_3_MemBW,58,3000,3000.002694685754,0.171,0.147,0.0,0.276,0.329,0.471,4.484,0
1replicas_scenario51_3500rps,1,1_CPU_1_L3,51,3500,3499.9987051636454,0.193,0.171,0.0,0.304,0.359,0.548,4.327,0
