Test_ID,Replicas,Interference,Given_RPS,Throughput,Avg_Latency,P50_Latency,P75_Latency,P90_Latency,P99_Latency,Max_Latency
1replicas_scenario8_2100rps,1,4_stress-ng_l3_pods,2100,2092.1,121.69,104.0,138.0,183.0,333.0,4570.0
1replicas_scenario9_2100rps,1,8_stress-ng_l3_pods,2100,2092.07,210.26,129.0,185.0,288.0,2400.0,7880.0
1replicas_scenario10_2100rps,1,1_iBench_memBW_pod,2100,2042.55,583.42,490.0,718.0,1080.0,1960.0,4310.0
1replicas_scenario11_2100rps,1,2_iBench_memBW_pods,2100,2092.09,94.71,84.0,108.0,140.0,259.0,3530.0
1replicas_scenario12_2100rps,1,4_iBench_memBW_pods,2100,2042.56,616.88,453.0,718.0,1250.0,2700.0,5300.0
1replicas_scenario13_2100rps,1,8_iBench_memBW_pods,2100,2092.05,373.49,126.0,256.0,1220.0,3160.0,7590.0
1replicas_scenario0_2500rps,1,Baseline0,2500,2490.99,111.18,69.0,89.0,127.0,1450.0,6280.0
1replicas_scenario1_2500rps,1,Baseline1,2500,2433.26,388.77,314.0,470.0,748.0,1370.0,4930.0
1replicas_scenario2_2500rps,1,1_iBench_CPU_pod,2500,2490.96,122.55,72.0,105.0,185.0,1160.0,6980.0
1replicas_scenario3_2500rps,1,2_iBench_CPU_pods,2500,2432.55,1030.0,637.0,1200.0,2470.0,5240.0,11520.0
1replicas_scenario4_2500rps,1,4_iBench_CPU_pods,2500,2490.91,325.14,92.0,181.0,806.0,3520.0,8530.0
1replicas_scenario5_2500rps,1,8_iBench_CPU_pods,2500,2490.95,970.0,110.0,457.0,2210.0,5620.0,150400.0
1replicas_scenario6_2500rps,1,1_stress-ng_l3_pod,2500,2490.94,76.78,67.0,85.0,109.0,201.0,3140.0
1replicas_scenario7_2500rps,1,2_stress-ng_l3_pods,2500,2490.92,101.39,81.0,110.0,154.0,356.0,3940.0
1replicas_scenario8_2500rps,1,4_stress-ng_l3_pods,2500,2490.95,127.54,98.0,133.0,194.0,525.0,3960.0
1replicas_scenario9_2500rps,1,8_stress-ng_l3_pods,2500,2432.55,890.0,539.0,1010.0,2029.9999999999998,4710.0,10600.0
1replicas_scenario10_2500rps,1,1_iBench_memBW_pod,2500,2432.53,526.0,434.0,658.0,980.0,1810.0,4059.9999999999995
1replicas_scenario11_2500rps,1,2_iBench_memBW_pods,2500,2432.63,471.27,398.0,568.0,832.0,1550.0,4400.0
1replicas_scenario12_2500rps,1,4_iBench_memBW_pods,2500,2490.96,145.87,85.0,119.0,214.0,1630.0,4210.0
1replicas_scenario13_2500rps,1,8_iBench_memBW_pods,2500,2432.46,1120.0,730.0,1430.0,2560.0,4850.0,10450.0
2replicas_scenario0_100rps,2,Baseline0,100,95.02,102.89,76.0,118.0,169.0,345.0,1370.0
2replicas_scenario1_100rps,2,Baseline1,100,94.51,408.31,351.0,517.0,772.0,1220.0,1730.0
2replicas_scenario2_100rps,2,1_iBench_CPU_pod,100,94.52,1040.0,710.0,1470.0,2370.0,3580.0,4400.0
2replicas_scenario3_100rps,2,2_iBench_CPU_pods,100,95.04,171.55,78.0,123.0,205.0,2350.0,3730.0
2replicas_scenario4_100rps,2,4_iBench_CPU_pods,100,95.02,285.53,71.0,123.0,647.0,3140.0,5700.0
2replicas_scenario5_100rps,2,8_iBench_CPU_pods,100,95.01,427.12,64.0,170.0,1440.0,3820.0,7430.0
2replicas_scenario6_100rps,2,1_stress-ng_l3_pod,100,95.02,98.64,73.0,102.0,159.0,463.0,1300.0
2replicas_scenario7_100rps,2,2_stress-ng_l3_pods,100,95.02,117.51,88.0,120.0,173.0,757.0,3010.0
2replicas_scenario8_100rps,2,4_stress-ng_l3_pods,100,95.02,116.04,99.0,130.0,166.0,316.0,3490.0
2replicas_scenario9_100rps,2,8_stress-ng_l3_pods,100,95.02,194.6,134.0,183.0,274.0,1630.0,4470.0
2replicas_scenario10_100rps,2,1_iBench_memBW_pod,100,94.5,315.31,248.0,393.0,610.0,1180.0,1820.0
2replicas_scenario11_100rps,2,2_iBench_memBW_pods,100,94.51,452.02,346.0,528.0,890.0,2060.0,3480.0
2replicas_scenario12_100rps,2,4_iBench_memBW_pods,100,95.02,105.42,80.0,107.0,166.0,483.0,1400.0
2replicas_scenario13_100rps,2,8_iBench_memBW_pods,100,95.04,331.09,115.0,181.0,900.0,3040.0,4740.0
2replicas_scenario0_500rps,2,Baseline0,500,495.02,110.84,63.0,88.0,132.0,1540.0,4080.0
2replicas_scenario1_500rps,2,Baseline1,500,495.01,90.93,68.0,109.0,139.0,313.0,1540.0
2replicas_scenario2_500rps,2,1_iBench_CPU_pod,500,482.72,709.11,611.0,960.0,1330.0,2070.0,3890.0
2replicas_scenario3_500rps,2,2_iBench_CPU_pods,500,482.54,1350.0,1030.0,1790.0,2860.0,5190.0,10630.0
2replicas_scenario4_500rps,2,4_iBench_CPU_pods,500,495.0,322.38,75.0,147.0,1070.0,3360.0,7080.0
2replicas_scenario5_500rps,2,8_iBench_CPU_pods,500,495.0,361.18,61.0,122.0,1290.0,3670.0,8710.0
2replicas_scenario6_500rps,2,1_stress-ng_l3_pod,500,494.99,79.31,68.0,93.0,119.0,209.0,2160.0
2replicas_scenario7_500rps,2,2_stress-ng_l3_pods,500,482.6,567.57,431.0,703.0,1150.0,2300.0,4240.0
2replicas_scenario8_500rps,2,4_stress-ng_l3_pods,500,495.0,148.2,112.0,153.0,236.0,746.0,3450.0
2replicas_scenario9_500rps,2,8_stress-ng_l3_pods,500,495.0,193.94,130.0,182.0,269.0,1910.0,5340.0
2replicas_scenario10_500rps,2,1_iBench_memBW_pod,500,494.99,76.53,63.0,81.0,115.0,257.0,2580.0
2replicas_scenario11_500rps,2,2_iBench_memBW_pods,500,495.01,109.29,87.0,121.0,185.0,424.0,2470.0
2replicas_scenario12_500rps,2,4_iBench_memBW_pods,500,482.67,474.05,378.0,573.0,870.0,2009.9999999999998,3900.0
2replicas_scenario13_500rps,2,8_iBench_memBW_pods,500,494.99,407.31,136.0,265.0,1380.0,3250.0,5650.0
2replicas_scenario0_900rps,2,Baseline0,900,894.99,132.34,74.0,117.0,178.0,1610.0,4520.0
2replicas_scenario1_900rps,2,Baseline1,900,872.58,424.71,323.0,519.0,890.0,1530.0,2460.0
2replicas_scenario2_900rps,2,1_iBench_CPU_pod,900,872.54,822.86,520.0,1020.0,1760.0,4270.0,8029.999999999999
2replicas_scenario3_900rps,2,2_iBench_CPU_pods,900,894.99,209.04,70.0,111.0,210.0,3020.0,6550.0
2replicas_scenario4_900rps,2,4_iBench_CPU_pods,900,872.58,960.0,506.0,1230.0,2390.0,5490.0,9880.0
2replicas_scenario5_900rps,2,8_iBench_CPU_pods,900,894.99,369.8,61.0,124.0,1310.0,3720.0,14170.0
2replicas_scenario6_900rps,2,1_stress-ng_l3_pod,900,894.98,83.94,67.0,95.0,129.0,278.0,4880.0
2replicas_scenario7_900rps,2,2_stress-ng_l3_pods,900,872.61,535.93,393.0,661.0,1110.0,2250.0,4059.9999999999995
2replicas_scenario8_900rps,2,4_stress-ng_l3_pods,900,894.99,128.7,97.0,135.0,206.0,565.0,3990.0
2replicas_scenario9_900rps,2,8_stress-ng_l3_pods,900,872.61,1140.0,820.0,1480.0,2440.0,5240.0,9570.0
2replicas_scenario10_900rps,2,1_iBench_memBW_pod,900,872.84,600.58,427.0,792.0,1240.0,2420.0,4840.0
2replicas_scenario11_900rps,2,2_iBench_memBW_pods,900,895.0,106.03,82.0,116.0,171.0,417.0,3600.0
2replicas_scenario12_900rps,2,4_iBench_memBW_pods,900,872.59,640.91,452.0,781.0,1300.0,2960.0,6530.0
2replicas_scenario13_900rps,2,8_iBench_memBW_pods,900,894.93,403.95,126.0,263.0,1340.0,3450.0,9450.0
2replicas_scenario0_1300rps,2,Baseline0,1300,1262.53,668.95,524.0,890.0,1260.0,2520.0,6990.0
2replicas_scenario1_1300rps,2,Baseline1,1300,1262.56,488.88,398.0,651.0,920.0,1580.0,2750.0
2replicas_scenario2_1300rps,2,1_iBench_CPU_pod,1300,1293.81,114.33,67.0,87.0,131.0,1650.0,3660.0
2replicas_scenario3_1300rps,2,2_iBench_CPU_pods,1300,1262.68,880.0,607.0,1120.0,1890.0,3970.0,6720.0
2replicas_scenario4_1300rps,2,4_iBench_CPU_pods,1300,1293.82,303.85,79.0,146.0,752.0,3380.0,9510.0
2replicas_scenario5_1300rps,2,8_iBench_CPU_pods,1300,1262.58,2080.0,1490.0,3080.0,4840.0,8100.0,13700.0
2replicas_scenario6_1300rps,2,1_stress-ng_l3_pod,1300,1262.58,564.66,401.0,771.0,1180.0,2080.0,4010.0
2replicas_scenario7_1300rps,2,2_stress-ng_l3_pods,1300,1262.57,615.31,481.0,795.0,1200.0,2340.0,3940.0
2replicas_scenario8_1300rps,2,4_stress-ng_l3_pods,1300,1293.8,136.23,103.0,141.0,200.0,601.0,5670.0
2replicas_scenario9_1300rps,2,8_stress-ng_l3_pods,1300,1293.81,202.84,134.0,190.0,327.0,1720.0,6630.0
2replicas_scenario10_1300rps,2,1_iBench_memBW_pod,1300,1293.81,98.96,71.0,94.0,166.0,494.0,3940.0
2replicas_scenario11_1300rps,2,2_iBench_memBW_pods,1300,1293.85,91.5,74.0,100.0,136.0,304.0,3260.0
2replicas_scenario12_1300rps,2,4_iBench_memBW_pods,1300,1293.83,141.92,84.0,111.0,166.0,1760.0,6130.0
2replicas_scenario13_1300rps,2,8_iBench_memBW_pods,1300,1293.78,361.53,124.0,222.0,1120.0,3260.0,7460.0
2replicas_scenario0_1700rps,2,Baseline0,1700,1692.94,116.61,73.0,95.0,143.0,1420.0,5170.0
2replicas_scenario1_1700rps,2,Baseline1,1700,1692.93,73.21,66.0,80.0,103.0,155.0,2580.0
2replicas_scenario2_1700rps,2,1_iBench_CPU_pod,1700,1652.64,900.0,722.0,1150.0,1720.0,3450.0,8800.0
2replicas_scenario3_1700rps,2,2_iBench_CPU_pods,1700,1692.91,200.79,89.0,137.0,263.0,2650.0,6210.0
2replicas_scenario4_1700rps,2,4_iBench_CPU_pods,1700,1692.92,261.34,80.0,141.0,474.0,2960.0,5880.0
2replicas_scenario5_1700rps,2,8_iBench_CPU_pods,1700,1652.56,2170.0,1640.0,3250.0,4890.0,7600.0,27060.0
2replicas_scenario6_1700rps,2,1_stress-ng_l3_pod,1700,1692.92,81.44,72.0,91.0,116.0,218.0,2610.0
2replicas_scenario7_1700rps,2,2_stress-ng_l3_pods,1700,1692.93,96.49,82.0,105.0,142.0,298.0,3850.0
2replicas_scenario8_1700rps,2,4_stress-ng_l3_pods,1700,1652.56,487.5,375.0,573.0,930.0,2130.0,6780.0
2replicas_scenario9_1700rps,2,8_stress-ng_l3_pods,1700,1692.9,220.78,134.0,204.0,377.0,1940.0,6890.0
2replicas_scenario10_1700rps,2,1_iBench_memBW_pod,1700,1652.52,643.28,533.0,850.0,1190.0,2070.0,4080.0
2replicas_scenario11_1700rps,2,2_iBench_memBW_pods,1700,1692.91,78.3,71.0,84.0,108.0,186.0,2320.0
2replicas_scenario12_1700rps,2,4_iBench_memBW_pods,1700,1692.91,194.61,89.0,130.0,232.0,2700.0,4850.0
2replicas_scenario13_1700rps,2,8_iBench_memBW_pods,1700,1652.48,900.0,527.0,1080.0,2160.0,4440.0,13140.0
2replicas_scenario0_2100rps,2,Baseline0,2100,2092.13,101.52,67.0,84.0,121.0,1050.0,6590.0
2replicas_scenario1_2100rps,2,Baseline1,2100,2042.62,766.86,651.0,1070.0,1420.0,2140.0,9260.0
2replicas_scenario2_2100rps,2,1_iBench_CPU_pod,2100,2092.11,140.22,97.0,137.0,216.0,1090.0,4180.0
2replicas_scenario3_2100rps,2,2_iBench_CPU_pods,2100,2092.1,205.64,113.0,173.0,314.0,2400.0,5480.0
2replicas_scenario4_2100rps,2,4_iBench_CPU_pods,2100,2092.12,266.53,86.0,147.0,426.0,3130.0,10530.0
2replicas_scenario5_2100rps,2,8_iBench_CPU_pods,2100,2042.56,1980.0,1470.0,3090.0,4350.0,7410.0,23890.0
2replicas_scenario6_2100rps,2,1_stress-ng_l3_pod,2100,2092.06,87.16,76.0,99.0,129.0,226.0,2540.0
2replicas_scenario7_2100rps,2,2_stress-ng_l3_pods,2100,2042.56,409.84,327.0,510.0,734.0,1520.0,3710.0
2replicas_scenario8_2100rps,2,4_stress-ng_l3_pods,2100,2092.05,157.28,114.0,163.0,254.0,831.0,4440.0
2replicas_scenario9_2100rps,2,8_stress-ng_l3_pods,2100,2091.86,244.22,139.0,220.0,430.0,2480.0,6030.0
2replicas_scenario10_2100rps,2,1_iBench_memBW_pod,2100,2092.07,79.34,71.0,89.0,114.0,204.0,2660.0
2replicas_scenario11_2100rps,2,2_iBench_memBW_pods,2100,2092.09,90.47,74.0,96.0,132.0,311.0,4059.9999999999995
2replicas_scenario12_2100rps,2,4_iBench_memBW_pods,2100,2092.15,192.48,90.0,131.0,236.0,2650.0,5610.0
2replicas_scenario13_2100rps,2,8_iBench_memBW_pods,2100,2042.47,726.46,374.0,787.0,1920.0,4170.0,12610.0
2replicas_scenario0_2500rps,2,Baseline0,2500,2432.51,716.62,564.0,950.0,1360.0,2530.0,6880.0
2replicas_scenario1_2500rps,2,Baseline1,2500,2490.91,72.27,64.0,80.0,103.0,160.0,2950.0
2replicas_scenario2_2500rps,2,1_iBench_CPU_pod,2500,2490.92,132.01,74.0,110.0,169.0,1840.0,4360.0
2replicas_scenario3_2500rps,2,2_iBench_CPU_pods,2500,2491.01,236.21,112.0,173.0,344.0,3010.0,6080.0
2replicas_scenario4_2500rps,2,4_iBench_CPU_pods,2500,2490.96,291.51,99.0,199.0,625.0,3010.0,8100.0
2replicas_scenario5_2500rps,2,8_iBench_CPU_pods,2500,2490.89,461.03,106.0,230.0,1340.0,3760.0,73660.0
2replicas_scenario6_2500rps,2,1_stress-ng_l3_pod,2500,2432.49,548.12,432.0,723.0,1060.0,1790.0,4260.0
2replicas_scenario7_2500rps,2,2_stress-ng_l3_pods,2500,2490.93,96.39,83.0,108.0,145.0,284.0,2540.0
2replicas_scenario8_2500rps,2,4_stress-ng_l3_pods,2500,2432.55,601.1,465.0,718.0,1120.0,2550.0,5190.0
2replicas_scenario9_2500rps,2,8_stress-ng_l3_pods,2500,2490.97,279.04,163.0,283.0,547.0,2029.9999999999998,6060.0
2replicas_scenario10_2500rps,2,1_iBench_memBW_pod,2500,2490.91,89.65,77.0,102.0,138.0,236.0,2150.0
2replicas_scenario11_2500rps,2,2_iBench_memBW_pods,2500,2490.91,89.86,78.0,101.0,135.0,217.0,2890.0
2replicas_scenario12_2500rps,2,4_iBench_memBW_pods,2500,2432.55,502.18,350.0,574.0,1000.0,2600.0,6320.0
2replicas_scenario13_2500rps,2,8_iBench_memBW_pods,2500,2432.49,1040.0,656.0,1270.0,2350.0,5150.0,13160.0
3replicas_scenario0_100rps,3,Baseline0,100,95.02,76.73,67.0,79.0,112.0,225.0,1560.0
3replicas_scenario1_100rps,3,Baseline1,100,95.02,74.05,63.0,75.0,106.0,241.0,1240.0
3replicas_scenario2_100rps,3,1_iBench_CPU_pod,100,95.02,107.56,66.0,90.0,155.0,764.0,3550.0
3replicas_scenario3_100rps,3,2_iBench_CPU_pods,100,95.02,189.45,67.0,101.0,198.0,2830.0,4950.0
3replicas_scenario4_100rps,3,4_iBench_CPU_pods,100,95.02,376.04,72.0,140.0,1370.0,3570.0,6700.0
3replicas_scenario5_100rps,3,8_iBench_CPU_pods,100,95.02,343.16,58.0,106.0,1240.0,3630.0,6530.0
3replicas_scenario6_100rps,3,1_stress-ng_l3_pod,100,94.52,470.04,374.0,597.0,940.0,1810.0,2580.0
3replicas_scenario7_100rps,3,2_stress-ng_l3_pods,100,95.02,103.17,90.0,119.0,155.0,301.0,573.0
3replicas_scenario8_100rps,3,4_stress-ng_l3_pods,100,94.52,723.04,484.0,940.0,1510.0,3140.0,4770.0
3replicas_scenario9_100rps,3,8_stress-ng_l3_pods,100,94.52,1120.0,786.0,1520.0,2420.0,4610.0,5950.0
3replicas_scenario10_100rps,3,1_iBench_memBW_pod,100,94.51,443.24,352.0,570.0,880.0,1370.0,2130.0
3replicas_scenario11_100rps,3,2_iBench_memBW_pods,100,95.02,112.86,84.0,121.0,168.0,467.0,3850.0
3replicas_scenario12_100rps,3,4_iBench_memBW_pods,100,95.02,168.76,82.0,116.0,203.0,2440.0,3620.0
3replicas_scenario13_100rps,3,8_iBench_memBW_pods,100,95.02,340.76,120.0,196.0,1000.0,2980.0,4410.0
3replicas_scenario0_500rps,3,Baseline0,500,495.02,124.11,73.0,115.0,163.0,1530.0,3880.0
3replicas_scenario1_500rps,3,Baseline1,500,482.62,499.9,370.0,654.0,1040.0,1890.0,2920.0
3replicas_scenario2_500rps,3,1_iBench_CPU_pod,500,482.54,920.0,538.0,1280.0,2270.0,4040.0,6540.0
3replicas_scenario3_500rps,3,2_iBench_CPU_pods,500,495.01,171.6,89.0,128.0,208.0,2410.0,4070.0000000000005
3replicas_scenario4_500rps,3,4_iBench_CPU_pods,500,495.0,347.27,79.0,147.0,1160.0,3610.0,6670.0
3replicas_scenario5_500rps,3,8_iBench_CPU_pods,500,495.01,332.14,62.0,110.0,1240.0,3520.0,5200.0
3replicas_scenario6_500rps,3,1_stress-ng_l3_pod,500,495.02,85.68,69.0,93.0,133.0,306.0,2440.0
3replicas_scenario7_500rps,3,2_stress-ng_l3_pods,500,494.99,105.94,88.0,115.0,164.0,358.0,2370.0
3replicas_scenario8_500rps,3,4_stress-ng_l3_pods,500,495.0,155.54,115.0,156.0,240.0,832.0,5610.0
3replicas_scenario9_500rps,3,8_stress-ng_l3_pods,500,495.0,221.47,135.0,190.0,327.0,2250.0,4870.0
3replicas_scenario10_500rps,3,1_iBench_memBW_pod,500,495.0,100.87,77.0,115.0,167.0,377.0,762.0
3replicas_scenario11_500rps,3,2_iBench_memBW_pods,500,495.01,103.31,78.0,113.0,157.0,363.0,3410.0
